address,suburb,postcode,roof_type,green_area
16-18 Guildford Lane,Melbourne (CBD),3000,Flat,696.6985172971989
5-13 Guildford Lane,Melbourne (CBD),3000,Gable,687.7460736022247
102-104 Little Lonsdale Street,Melbourne (CBD),3000,Flat,560.5096612244193
218-236 'Beckett Street,Melbourne (CBD),3000,Flat,696.6985172971989
394-400 Lonsdale Street,Melbourne (CBD),3000,Flat,442.5742513966157
132 Little Lonsdale Street,Melbourne (CBD),3000,Flat,1074.633223939319
58 Hayward Lane,Melbourne (CBD),3000,Gable,4901.495474017223
167-173 Flinders Lane,Melbourne (CBD),3000,Flat,442.5742513966157
516-520 Collins Street,Melbourne (CBD),3000,Flat,1074.633223939319
1-5 Elizabeth Street,Melbourne (CBD),3000,Flat,4878.634936918651
19 Coromandel Place,Melbourne (CBD),3000,Flat,499.2285264890539
21 Coromandel Place,Melbourne (CBD),3000,Flat,499.2285264890539
10-22 Spencer Street,Melbourne (CBD),3000,Flat,4498.422006272046
40-50 Bourke Street,Melbourne (CBD),3000,Flat,696.6985172971989
31-33 Punch Lane,Melbourne (CBD),3000,Flat,379.9553505558155
25-31 Spring Street,Melbourne (CBD),3000,Flat,499.2285264890539
171-177 La Trobe Street,Melbourne (CBD),3000,Flat,579.8064135247193
243-263 Franklin Street,Melbourne (CBD),3000,Flat,4901.495474017223
Infinity 8 Apartments 243-263 Franklin Street,Melbourne (CBD),3000,Flat,4901.495474017223
21-23 Anthony Street,Melbourne (CBD),3000,Flat,1074.633223939319
126-130 Franklin Street,Melbourne (CBD),3000,Hip,579.8064135247193
15-17 Niagara Lane,Melbourne (CBD),3000,Gable,1074.633223939319
Eporo Tower 279-289 La Trobe Street,Melbourne (CBD),3000,Flat,499.2285264890539
279-289 La Trobe Street,Melbourne (CBD),3000,Flat,499.2285264890539
381-387 Flinders Lane,Melbourne (CBD),3000,Hip,223.55447493813
536-548 Little Lonsdale Street,Melbourne (CBD),3000,Flat,4498.422006272046
408-416 Queen Street,Melbourne (CBD),3000,Flat,4498.422006272046
Melbourne Terrace Apartments 408-416 Queen Street,Melbourne (CBD),3000,Flat,4498.422006272046
20-40 Rose Lane,Melbourne (CBD),3000,Flat,696.6985172971989
561-581 Flinders Street,Melbourne (CBD),3000,Flat,687.7460736022247
184-192 Queen Street,Melbourne (CBD),3000,Flat,1074.633223939319
199-209 Collins Street,Melbourne (CBD),3000,Flat,4498.422006272046
93-101 Spring Street,Melbourne (CBD),3000,Flat,442.5742513966157
29 Guildford Lane,Melbourne (CBD),3000,Flat,4878.634936918651
546-566 Collins Street,Melbourne (CBD),3000,Flat,442.5742513966157
30-34 La Trobe Street,Melbourne (CBD),3000,Hip,687.7460736022247
299-319 Queen Street,Melbourne (CBD),3000,Flat,4901.495474017223
125-133 Swanston Street,Melbourne (CBD),3000,Flat,687.7460736022247
16-22 Liverpool Street,Melbourne (CBD),3000,Flat,379.9553505558155
Paragon Apartments 316-322 Queen Street,Melbourne (CBD),3000,Flat,223.55447493813
593-611 Little Lonsdale Street,Melbourne (CBD),3000,Flat,579.8064135247193
Australis Apartments 593-611 Little Lonsdale Street,Melbourne (CBD),3000,Flat,687.7460736022247
61-73 Flinders Lane,Melbourne (CBD),3000,Flat,696.6985172971989
2-14 Exploration Lane,Melbourne (CBD),3000,Flat,687.7460736022247
EastEnd Apartments 2-14 Exploration Lane,Melbourne (CBD),3000,Flat,379.9553505558155
12-14 Exploration Lane,Melbourne (CBD),3000,Flat,379.9553505558155
60 Hayward Lane,Melbourne (CBD),3000,Hip,687.7460736022247
353 Exhibition Street,Melbourne (CBD),3000,Hip,41.90496797211902
182-200 Spencer Street,Melbourne (CBD),3000,Flat,41.90496797211902
200 Apartments 182-200 Spencer Street,Melbourne (CBD),3000,Flat,41.90496797211902
361-363 Little Bourke Street,Melbourne (CBD),3000,Hip,812.5535513429293
228 Pelham Street,Carlton,3000,Gable,514.0866077399113
48-60 Little La Trobe Street,Melbourne (CBD),3000,Flat,50.968460911260344
Melbourne One Apartments 612-620 Lonsdale Street,Melbourne (CBD),3000,Flat,933.7675882280756
612-620 Lonsdale Street,Melbourne (CBD),3000,Flat,933.7675882280756
24-30 Russell Street,Melbourne (CBD),3000,Flat,50.97797218926995
33 La Trobe Street,Melbourne (CBD),3000,Flat,933.7675882280756
28 Little Lonsdale Street,Melbourne (CBD),3000,Flat,933.7675882280756
1-13 William Street,Melbourne (CBD),3000,Flat,394.8246456711331
The Clarion Gateway Apartments 1-13 William Street,Melbourne (CBD),3000,Flat,23.374337120774708
382-384 Elizabeth Street,Melbourne (CBD),3000,Hip,174.00737943299825
302-308 Flinders Lane,Melbourne (CBD),3000,Flat,219.17696645771812
30-34 Guildford Lane,Melbourne (CBD),3000,Hip,8.252452972769055
309 Exhibition Street,Melbourne (CBD),3000,Hip,0.5565845923314742
459-469 Swanston Street,Melbourne (CBD),3000,Gable,40.448377854279066
256-268 Flinders Street,Melbourne (CBD),3000,Flat,175.81891065174526
The Empire Apartments 256-268 Flinders Street,Melbourne (CBD),3000,Flat,175.81891065174526
1-15 Degraves Street,Melbourne (CBD),3000,Flat,229.55609428006244
La Trobe Tower 323-331 La Trobe Street,Melbourne (CBD),3000,Flat,219.17696645771812
323-331 La Trobe Street,Melbourne (CBD),3000,Flat,219.17696645771812
149-155 Berkeley Street,Carlton,3000,Flat,164.92960465320178
394-400 La Trobe Street,Melbourne (CBD),3000,Flat,269.8985835323052
Hudson on La Trobe Apartments 394-400 La Trobe Street,Melbourne (CBD),3000,Flat,269.8985835323052
312-318 La Trobe Street,Melbourne (CBD),3000,Flat,269.8985835323052
439-445 Lonsdale Street,Melbourne (CBD),3000,Flat,256.970818425455
Lonsdale Central Apartments 439-445 Lonsdale Street,Melbourne (CBD),3000,Flat,256.970818425455
419-421 Lonsdale Street,Melbourne (CBD),3000,Flat,224.52830980268936
131-137 Lonsdale Street,Melbourne (CBD),3000,Flat,224.52830980268936
139-143 Lonsdale Street,Melbourne (CBD),3000,Flat,1.3859768385329547
268-270 Lonsdale Street,Melbourne (CBD),3000,Hip,1.3859768385329547
612-624 Collins Street,Melbourne (CBD),3000,Flat,1.3859768385329547
Liberty Tower 612-624 Collins Street,Melbourne (CBD),3000,Flat,1.3859768385329547
23-25 Tattersalls Lane,Melbourne (CBD),3000,Gable,1.3859768385329547
556-560 Flinders Street,Melbourne (CBD),3000,Flat,1.3859768385329547
550-554 Flinders Street,Melbourne (CBD),3000,Flat,1.3859768385329547
10-20 Oliver Lane,Melbourne (CBD),3000,Flat,1.3859768385329547
449-451 Elizabeth Street,Melbourne (CBD),3000,Hip,1.3859768385329547
452-472 Elizabeth Street,Melbourne (CBD),3000,Flat,1.3859768385329547
5-7 Drewery Lane,Melbourne (CBD),3000,Flat,1.3859768385329547
51-53 Hardware Lane,Melbourne (CBD),3000,Gable,1.3859768385329547
680-682 Elizabeth Street,Carlton,3000,Gable,23.93202382684571
199-207 Spring Street,Melbourne (CBD),3000,Flat,23.93202382684571
Park Tower 199-207 Spring Street,Melbourne (CBD),3000,Flat,23.93202382684571
464-466 Collins Street,Melbourne (CBD),3000,Flat,23.93202382684571
52-54 Hayward Lane,Melbourne (CBD),3000,Flat,23.93202382684571
138-140 Flinders Street,Melbourne (CBD),3000,Flat,17.833542645293463
Yarra View Apartments 138-140 Flinders Street,Melbourne (CBD),3000,Flat,17.833542645293463
400-404 Little Collins Street,Melbourne (CBD),3000,Flat,21.898648774206176
362-364 Little Bourke Street,Melbourne (CBD),3000,Flat,14.89704332405752
4-10 Bank Place,Melbourne (CBD),3000,Flat,39.7317727888783
367-375 Little Lonsdale Street,Melbourne (CBD),3000,Flat,39.7317727888783
18-30 Timothy Lane,Melbourne (CBD),3000,Flat,39.7317727888783
130-134 Little Collins Street,Melbourne (CBD),3000,Flat,39.7317727888783
139-141 Little Lonsdale Street,Melbourne (CBD),3000,Hip,39.7317727888783
538-542 Little Collins Street,Melbourne (CBD),3000,Flat,39.7317727888783
220 Spencer Street,Melbourne (CBD),3000,Flat,27.535207163359196
639 Lonsdale Street,Melbourne (CBD),3000,Flat,27.535207163359196
617-649 Lonsdale Street,Melbourne (CBD),3000,Flat,27.535207163359196
1-19 Rose Lane,Melbourne (CBD),3000,Flat,14.451023513207971
21-39 Rose Lane,Melbourne (CBD),3000,Flat,27.535207163359196
654 Elizabeth Street,Carlton,3000,Flat,11.64219612916805
Quest On Bourke Apartment Hotel 151-163 Bourke Street,Melbourne (CBD),3000,Flat,11.64219612916805
134-160 Spencer Street,Melbourne (CBD),3000,Flat,11.64219612916805
233-239 Collins Street,Melbourne (CBD),3000,Flat,67.72826572355557
392-396 Little Collins Street,Melbourne (CBD),3000,Flat,230.3569680719343
Fairfax Guest House 392-396 Little Collins Street,Melbourne (CBD),3000,Flat,230.3569680719343
496-504 Elizabeth Street,Melbourne (CBD),3000,Flat,468.9487876930797
296-300 Little Lonsdale Street,Melbourne (CBD),3000,Flat,154.1128318458271
483-485 Elizabeth Street,Melbourne (CBD),3000,Gable,239.82249009808965
310 Flinders Lane,Melbourne (CBD),3000,Flat,175.92766166211766
166-186 Little Collins Street,Melbourne (CBD),3000,Flat,155.1357482183108
568-580 Collins Street,Melbourne (CBD),3000,Flat,202.25829033499232
330-352 William Street,Melbourne (CBD),3000,Flat,19.74807361178629
Oaks on William 330-352 William Street,Melbourne (CBD),3000,Flat,19.74807361178629
213-219 'Beckett Street,Melbourne (CBD),3000,Hip,202.25829033499232
The Gill 213-219 'Beckett Street,Melbourne (CBD),3000,Hip,202.25829033499232
13-15 Collins Street,Melbourne (CBD),3000,Flat,145.99056406006366
284-302 Spencer Street,Melbourne (CBD),3000,Flat,153.84499628209025
Atlantis Hotel & Tower 284-302 Spencer Street,Melbourne (CBD),3000,Flat,153.84499628209025
473-481 Elizabeth Street,Melbourne (CBD),3000,Flat,153.84499628209025
56 Hayward Lane,Melbourne (CBD),3000,Gable,153.84499628209025
83-93 Franklin Street,Melbourne (CBD),3000,Flat,16.16982521326639
557-561 Little Lonsdale Street,Melbourne (CBD),3000,Flat,16.16982521326639
Metro Park West Apartments 557-561 Little Lonsdale Street,Melbourne (CBD),3000,Flat,16.16982521326639
222-224 Pelham Street,Carlton,3000,Flat,15.061569957205704
312-318 Russell Street,Melbourne (CBD),3000,Flat,15.061569957205704
302-324 Russell Street,Melbourne (CBD),3000,Flat,15.061569957205704
57-63 Exhibition Street,Melbourne (CBD),3000,Flat,15.061569957205704
136-140 'Beckett Street,Melbourne (CBD),3000,Hip,15.061569957205704
City Life Apartments 136-140 'Beckett Street,Melbourne (CBD),3000,Hip,15.061569957205704
23-39 Therry Street,Melbourne (CBD),3000,Flat,560.7402512546487
Zen Apartments 23-39 Therry Street,Melbourne (CBD),3000,Flat,845.6053388633723
1-7 Carson Place,Melbourne (CBD),3000,Flat,141.5373934367508
18 Queen Street,Melbourne (CBD),3000,Flat,9.614651373639392
51-57 Victoria Street,Melbourne (CBD),3000,Flat,369.44494564601126
151-157 La Trobe Street,Melbourne (CBD),3000,Hip,141.5373934367508
49-51 Spring Street,Melbourne (CBD),3000,Flat,289.3165492914129
242-244 Little Bourke Street,Melbourne (CBD),3000,Flat,322.3843939167394
35-37 Punch Lane,Melbourne (CBD),3000,Flat,322.3843939167394
75-89 'Beckett Street,Melbourne (CBD),3000,Flat,322.3843939167394
134-136 Flinders Street,Melbourne (CBD),3000,Flat,273.2460332901525
213-217 Russell Street,Melbourne (CBD),3000,Flat,20.143148937514464
478-488 Elizabeth Street,Melbourne (CBD),3000,Hip,204.7338575858709
500-514 Collins Street,Melbourne (CBD),3000,Flat,584.3454702057882
355-357 Exhibition Street,Melbourne (CBD),3000,Hip,548.6133260688973
287-293 Exhibition Street,Melbourne (CBD),3000,Flat,233.51835643397823
27-37 Russell Street,Melbourne (CBD),3000,Flat,434.8244793477256
Cavendish House Apartments 27-37 Russell Street,Melbourne (CBD),3000,Flat,584.3454702057882
35-41 Lonsdale Street,Melbourne (CBD),3000,Flat,584.3454702057882
Unilodge on Lonsdale 35-41 Lonsdale Street,Melbourne (CBD),3000,Flat,584.3454702057882
17-19 Elizabeth Street,Melbourne (CBD),3000,Flat,86.3616804952393
11-17 Cohen Place,Melbourne (CBD),3000,Flat,146.27113510509818
Punt Hill Apartment Hotel 11-17 Cohen Place,Melbourne (CBD),3000,Flat,146.27113510509818
188-194 Little Collins Street,Melbourne (CBD),3000,Flat,1250.7743224749622
32-38 Bourke Street,Melbourne (CBD),3000,Flat,1349.340321738529
35-47 Spring Street,Melbourne (CBD),3000,Flat,56.92618825331628
290-300 King Street,Melbourne (CBD),3000,Gable,558.2700092235835
84-94 Flinders Street,Melbourne (CBD),3000,Flat,20.8651261279932
452-468 Queen Street,Melbourne (CBD),3000,Flat,8.410119986621725
100-116 Bourke Street,Melbourne (CBD),3000,Flat,8.410119986621725
The Paramount 100-116 Bourke Street,Melbourne (CBD),3000,Flat,8.410119986621725
335-349 Little Collins Street,Melbourne (CBD),3000,Flat,8.410119986621725
20 Ridgway Place,Melbourne (CBD),3000,Flat,8.410119986621725
106-116 'Beckett Street,Melbourne (CBD),3000,Flat,17.836765940954084
Uni On 'Beckett Apartments 106-116 'Beckett Street,Melbourne (CBD),3000,Flat,17.836765940954084
181-187 Collins Street,Melbourne (CBD),3000,Flat,17.836765940954084
Regent 187 On Collins 181-187 Collins Street,Melbourne (CBD),3000,Flat,17.836765940954084
351-357 Elizabeth Street,Melbourne (CBD),3000,Flat,13.585214115717084
654-670 Bourke Street,Melbourne (CBD),3000,Flat,13.585214115717084
City Point On Bourke Apartments 654-670 Bourke Street,Melbourne (CBD),3000,Flat,0.0786171301892497
560-566 Lonsdale Street,Melbourne (CBD),3000,Flat,302.11047711091186
36-40 La Trobe Street,Melbourne (CBD),3000,Flat,6.011520202090004
635-663 Little Lonsdale Street,Melbourne (CBD),3000,Flat,72.82488780785877
244-262 Spencer Street,Melbourne (CBD),3000,Flat,38.647040616118424
410-420 Elizabeth Street,Melbourne (CBD),3000,Flat,2.8708520931905976
393-403 Bourke Street,Melbourne (CBD),3000,Flat,358.2884376998268
393-413 Bourke Street,Melbourne (CBD),3000,Flat,358.2884376998268
19-21 Victoria Street,Melbourne (CBD),3000,Flat,0.2114376392111245
8 Franklin Street,Melbourne (CBD),3000,Flat,12.952366967611322
483 Swanston Street,Melbourne (CBD),3000,Flat,12.952366967611322
Milano Apartments 8 Franklin Street,Melbourne (CBD),3000,Flat,37.91517288572382
Verve501 Apartments 483 Swanston Street,Melbourne (CBD),3000,Flat,37.91517288572382
25-35 Little Collins Street,Melbourne (CBD),3000,Flat,345.28894666521353
293-299 La Trobe Street,Melbourne (CBD),3000,Flat,194.33666632897103
56-64 Collins Street,Melbourne (CBD),3000,Flat,264.07535809277084
295-309 King Street,Melbourne (CBD),3000,Flat,358.2884376998268
30-34 Collins Street,Melbourne (CBD),3000,Flat,358.2884376998268
143-171 'Beckett Street,Melbourne (CBD),3000,Flat,24.55943075012936
269-275 William Street,Melbourne (CBD),3000,Flat,198.23479917189871
517-537 Flinders Lane,Melbourne (CBD),3000,Flat,221.0929300345513
401-405 Little Bourke Street,Melbourne (CBD),3000,Gable,358.2884376998268
63-65 Hardware Lane,Melbourne (CBD),3000,Gable,358.2884376998268
100 Little Lonsdale Street,Melbourne (CBD),3000,Flat,8.840863673621184
315-321 La Trobe Street,Melbourne (CBD),3000,Flat,358.2884376998268
221-231 Queen Street,Melbourne (CBD),3000,Flat,358.2884376998268
222-260 Elizabeth Street,Melbourne (CBD),3000,Flat,0.2114376392111245
394 Collins Street,Melbourne (CBD),3000,Flat,354.73831171948433
Rear 394 Collins Street,Melbourne (CBD),3000,Flat,2.028802635401656
27 Windsor Place,Melbourne (CBD),3000,Flat,13.790477510728014
532-536 Flinders Street,Melbourne (CBD),3000,Flat,13.790477510728014
165 Bourke Street,Melbourne (CBD),3000,Flat,358.2884376998268
77-89 William Street,Melbourne (CBD),3000,Flat,24.46529535707937
9-15 Rankins Lane,Melbourne (CBD),3000,Hip,229.65028894777845
377-379 Little Collins Street,Melbourne (CBD),3000,Flat,67.8913710837032
402-408 La Trobe Street,Melbourne (CBD),3000,Flat,229.65028894777845
Empire Apartments 402-408 La Trobe Street,Melbourne (CBD),3000,Flat,229.65028894777845
546-548 Flinders Street,Melbourne (CBD),3000,Flat,229.65028894777845
99-101 Russell Street,Melbourne (CBD),3000,Flat,229.65028894777845
62-64 Little La Trobe Street,Melbourne (CBD),3000,Gable,56.78332034842579
20 Bennetts Lane,Melbourne (CBD),3000,Flat,133.18673831401972
66 'Connell Street,North Melbourne,3000,Gable,34.8409600787076
384-390 Little Collins Street,Melbourne (CBD),3000,Flat,49.81177145519936
Excelsior 384-390 Little Collins Street,Melbourne (CBD),3000,Flat,49.81177145519936
5-7 Rankins Lane,Melbourne (CBD),3000,Gable,49.81177145519936
442-450 Elizabeth Street,Melbourne (CBD),3000,Flat,269.48192232651195
429 Little Collins Street,Melbourne (CBD),3000,Flat,269.48192232651195
79-81 Franklin Street,Melbourne (CBD),3000,Hip,269.48192232651195
8-14 Rankins Lane,Melbourne (CBD),3000,Gable,224.74970301522168
318-322 Little Bourke Street,Melbourne (CBD),3000,Hip,224.74970301522168
17 Somerset Place,Melbourne (CBD),3000,Gable,164.7427305167191
220-226 Collins Street,Melbourne (CBD),3000,Flat,212.6692431657731
91-107 Swanston Street,Melbourne (CBD),3000,Flat,224.74970301522168
14-16 Collins Street,Melbourne (CBD),3000,Flat,224.74970301522168
499-503 Little Collins Street,Melbourne (CBD),3000,Flat,194.71796878369744
401-405 Swanston Street,Melbourne (CBD),3000,Hip,194.71796878369744
232 King Street,Melbourne (CBD),3000,Gable,425.5707914191725
441-447 Elizabeth Street,Melbourne (CBD),3000,Hip,130.80984841618408
88-90 Bourke Street,Melbourne (CBD),3000,Hip,463.2745148970085
164-170 Flinders Street,Melbourne (CBD),3000,Flat,463.2745148970085
158-162 Little Lonsdale Street,Melbourne (CBD),3000,Flat,329.15692934582637
252 Collins Street,Melbourne (CBD),3000,Flat,179.74849976750306
9-23 MacKenzie Street,Melbourne (CBD),3000,Flat,59.23948859949407
545-557 Flinders Street,Melbourne (CBD),3000,Flat,17.651465298330198
25 Bennetts Lane,Melbourne (CBD),3000,Flat,17.651465298330198
141-149 La Trobe Street,Melbourne (CBD),3000,Flat,17.651465298330198
333-351 Exhibition Street,Melbourne (CBD),3000,Flat,17.651465298330198
54-60 Market Street,Melbourne (CBD),3000,Flat,17.651465298330198
52-64 'Beckett Street,Melbourne (CBD),3000,Flat,17.651465298330198
223 Berkeley Street,Carlton,3000,Flat,478.9411293607775
220 Bourke Street,Melbourne (CBD),3000,Flat,6284.651673650643
116-118 Little Bourke Street,Melbourne (CBD),3000,Flat,5701.947068031539
50-58 MacKenzie Street,Melbourne (CBD),3000,Flat,4757.635607045237
20-26 Coromandel Place,Melbourne (CBD),3000,Flat,3005.406974445686
67-73 Swanston Street,Melbourne (CBD),3000,Flat,2496.245337267104
273-275 Little Lonsdale Street,Melbourne (CBD),3000,Flat,2478.6674184276712
319-325 Collins Street,Melbourne (CBD),3000,Flat,3302.474258456583
The Mark On Collins Apartments 319-325 Collins Street,Melbourne (CBD),3000,Flat,247.7342457460111
175-183 Queen Street,Melbourne (CBD),3000,Flat,5244.452630183577
46 Little La Trobe Street,Melbourne (CBD),3000,Flat,5509.711340657314
313-315 Flinders Lane,Melbourne (CBD),3000,Flat,5616.950239404403
581-589 La Trobe Street,Melbourne (CBD),3000,Flat,1.0063157900445123
Harbour Views Apartments 581-589 La Trobe Street,Melbourne (CBD),3000,Flat,1.0063157900445123
585 La Trobe Street,Melbourne (CBD),3000,Flat,5147.451538552621
5-7 Anthony Street,Melbourne (CBD),3000,Flat,1601.9317922335365
2-6 Rankins Lane,Melbourne (CBD),3000,Gable,6414.204582210025
365-367 Little Bourke Street,Melbourne (CBD),3000,Gable,4757.635607045237
2-4 Rankins Lane,Melbourne (CBD),3000,Gable,4757.635607045237
15-21 Guildford Lane,Melbourne (CBD),3000,Gable,3763.623912651287
21 Liverpool Street,Melbourne (CBD),3000,Hip,4757.635607045237
12-14 Corrs Lane,Melbourne (CBD),3000,Hip,4325.649007981388
130-132 Flinders Street,Melbourne (CBD),3000,Gable,4756.639353176926
355-357 Lonsdale Street,Melbourne (CBD),3000,Flat,5872.409061125959
11 Highlander Lane,Melbourne (CBD),3000,Flat,4785.780527088609
25-27 Highlander Lane,Melbourne (CBD),3000,Flat,4785.780527088609
390-394 Russell Street,Melbourne (CBD),3000,Hip,1445.6709521905834
Victoria Hall Apartments 390-394 Russell Street,Melbourne (CBD),3000,Hip,4450.225606324448
150-154 'Beckett Street,Melbourne (CBD),3000,Gable,2190.795949893498
20-24 Guildford Lane,Melbourne (CBD),3000,Gable,1857.895726348323
32 Punch Lane,Melbourne (CBD),3000,Flat,4313.113225053778
58-66 La Trobe Street,Melbourne (CBD),3000,Gable,2496.245337267104
414-416 Bourke Street,Melbourne (CBD),3000,Flat,4774.016752707355
19-25 Windsor Place,Melbourne (CBD),3000,Flat,4325.649007981388
273 King Street,Melbourne (CBD),3000,Gable,478.9411293607775
278-282 Spencer Street,Melbourne (CBD),3000,Flat,2224.8323774597443
Mondriane Tower 278-282 Spencer Street,Melbourne (CBD),3000,Flat,6363.194192608312
116-118 Little Lonsdale Street,Melbourne (CBD),3000,Flat,5122.824205149105
